Shoulder W,Shoulder X,Shoulder Y,Shoulder Z,Thorax W,Thorax X,Thorax Y,Thorax Z
-0.524549,0.013415,0.847508,-0.079995,-0.67674,0.089212,0.727316,0.071245
-0.526069,0.014067,0.846583,-0.079692,-0.676383,0.08887,0.727679,0.071349
-0.527513,0.015118,0.845657,-0.079778,-0.676327,0.088857,0.727729,0.07139
-0.528682,0.016279,0.844907,-0.079769,-0.676402,0.088977,0.727644,0.071389
0.529616,-0.017208,-0.844342,0.079361,-0.676503,0.089007,0.727554,0.071321
0.530607,-0.017782,-0.843775,0.078644,-0.676624,0.088995,0.727446,0.071287
0.531973,-0.018105,-0.842973,0.077935,-0.676757,0.089052,0.727309,0.071351
0.53378,-0.018327,-0.841864,0.077516,-0.676853,0.089146,0.727204,0.071399
0.535763,-0.01848,-0.84061,0.077408,-0.676873,0.089232,0.727184,0.071307
0.537483,-0.018495,-0.839515,0.077362,-0.676826,0.089311,0.727238,0.071097
0.538584,-0.018366,-0.83883,0.077157,-0.6768,0.089393,0.727271,0.070909
0.539036,-0.018199,-0.838575,0.076816,-0.676895,0.08948,0.727179,0.070826
0.539128,-0.018113,-0.83854,0.076575,-0.677096,0.089551,0.726982,0.070834
0.539185,-0.018153,-0.838493,0.076677,-0.677273,0.089571,0.72681,0.070884
0.539322,-0.018226,-0.838363,0.077122,-0.677388,0.089551,0.726704,0.070903
0.53946,-0.01817,-0.838227,0.07764,-0.677509,0.089502,0.726603,0.070847
0.539546,-0.017925,-0.838151,0.077918,-0.677633,0.0894,0.72651,0.070741
0.53968,-0.017616,-0.838076,0.077864,-0.677714,0.089287,0.726453,0.070692
0.540029,-0.017439,-0.837876,0.077645,-0.677754,0.089242,0.726413,0.070784
0.540622,-0.017498,-0.837506,0.077492,-0.677764,0.089255,0.726382,0.070977
0.541321,-0.017795,-0.837049,0.077481,-0.677735,0.08928,0.726386,0.071185
0.541956,-0.018246,-0.836626,0.077508,-0.677654,0.089308,0.72644,0.07137
0.542487,-0.018714,-0.836277,0.077449,-0.677527,0.089352,0.726537,0.071531
0.543063,-0.019127,-0.835909,0.07729,-0.677383,0.089421,0.726649,0.071682
0.543907,-0.019501,-0.83537,0.077082,-0.677256,0.089521,0.726738,0.07184
0.545103,-0.019867,-0.834598,0.076908,-0.67717,0.089639,0.726789,0.071992
0.546504,-0.020247,-0.833673,0.076891,-0.67709,0.089711,0.726839,0.072153
0.547852,-0.020632,-0.832759,0.077102,-0.676961,0.089706,0.72694,0.072352
0.548944,-0.020998,-0.831998,0.077451,-0.676789,0.0897,0.727082,0.072542
0.549705,-0.021366,-0.831459,0.077747,-0.676662,0.089751,0.727182,0.07266
0.55022,-0.02177,-0.831103,0.077794,-0.676652,0.089819,0.727177,0.072715
0.550685,-0.022219,-0.830808,0.077528,-0.676744,0.08983,0.727087,0.07275
0.551258,-0.022686,-0.830459,0.07706,-0.676868,0.089741,0.726981,0.072763
0.551956,-0.023117,-0.830024,0.07662,-0.67697,0.089592,0.726906,0.072748
0.552706,-0.023473,-0.829536,0.076387,-0.677052,0.089474,0.726847,0.07272
0.553466,-0.023721,-0.829026,0.076345,-0.677131,0.089416,0.726784,0.072688
0.554252,-0.023855,-0.828498,0.076332,-0.677181,0.089366,0.726749,0.072639
0.555035,-0.023917,-0.827984,0.076204,-0.67717,0.089291,0.726775,0.072567
0.555738,-0.023937,-0.827537,0.075929,-0.677129,0.089211,0.726832,0.072478
0.556362,-0.023915,-0.827155,0.075518,-0.677116,0.089133,0.726864,0.072374
0.556992,-0.023862,-0.826784,0.074955,-0.677167,0.089045,0.726841,0.072235
0.557664,-0.023796,-0.826396,0.07425,-0.677297,0.088956,0.726752,0.072022
0.55831,-0.023809,-0.826027,0.073508,-0.677467,0.088858,0.726635,0.071721
0.558831,-0.024066,-0.825722,0.072886,-0.677592,0.088677,0.726576,0.071362
0.559192,-0.024618,-0.825498,0.072464,-0.677664,0.088391,0.726579,0.071004
0.559436,-0.025371,-0.82533,0.072229,-0.677772,0.088166,0.726533,0.070722
0.559677,-0.026231,-0.825148,0.072141,-0.67798,0.088181,0.726352,0.070562
0.560034,-0.027154,-0.82488,0.072097,-0.67823,0.088373,0.726103,0.070491
0.56057,-0.028108,-0.824498,0.071935,-0.67844,0.088573,0.725886,0.070454
0.561269,-0.029092,-0.824021,0.071555,-0.678626,0.088735,0.725696,0.070418
0.562012,-0.03011,-0.823532,0.07093,-0.678798,0.088877,0.725521,0.070381
0.562608,-0.031198,-0.823155,0.0701,-0.678895,0.08898,0.725417,0.070391
0.562895,-0.032424,-0.822991,0.069167,-0.678922,0.089011,0.725381,0.070459
0.562835,-0.033781,-0.823056,0.068223,-0.678974,0.088972,0.725333,0.070498
0.562515,-0.035165,-0.823291,0.067325,-0.679099,0.088905,0.72523,0.070435
0.562089,-0.036494,-0.823594,0.066463,-0.679278,0.088868,0.725079,0.070319
0.561732,-0.037729,-0.823855,0.065554,-0.679482,0.088875,0.724896,0.070222
0.561516,-0.038885,-0.824028,0.064549,-0.679697,0.088893,0.7247,0.070147
0.56137,-0.04003,-0.824153,0.063515,-0.679927,0.088918,0.724488,0.070071
0.56118,-0.04124,-0.824296,0.062548,-0.680175,0.088965,0.724258,0.069976
0.560874,-0.042526,-0.824503,0.061702,-0.680417,0.089028,0.724035,0.069855
0.560467,-0.04384,-0.824766,0.06096,-0.680615,0.089111,0.723853,0.069711
0.560047,-0.045157,-0.825033,0.060245,-0.680766,0.08922,0.723713,0.069547
0.559714,-0.046522,-0.82524,0.059459,-0.680913,0.089333,0.72358,0.069349
0.55951,-0.048055,-0.825358,0.058514,-0.681097,0.089423,0.723417,0.069122
0.559335,-0.049871,-0.825451,0.05734,-0.681302,0.089469,0.723239,0.068899
0.559022,-0.051881,-0.825639,0.055895,-0.68147,0.089461,0.723102,0.068691
0.558556,-0.053875,-0.825939,0.054195,-0.681601,0.089424,0.723002,0.068494
0.55811,-0.055773,-0.826231,0.052385,-0.681728,0.089438,0.722896,0.068328
0.557855,-0.057633,-0.826383,0.050664,-0.681731,0.089621,0.722875,0.068288
0.557815,-0.059562,-0.826368,0.04909,-0.681392,0.090013,0.723128,0.068473
0.557869,-0.061678,-0.826267,0.047552,-0.680865,0.090436,0.723544,0.068759
0.557808,-0.064049,-0.826217,0.04597,-0.680558,0.090702,0.723785,0.068908
0.557453,-0.066596,-0.826346,0.044311,-0.680533,0.090835,0.723795,0.06888
0.556815,-0.069052,-0.826671,0.042485,-0.680589,0.090891,0.723748,0.068745
0.556089,-0.071195,-0.827079,0.040457,-0.680673,0.090874,0.723691,0.06854
0.55541,-0.073135,-0.827466,0.038364,-0.680994,0.090805,0.723427,0.068227
0.554647,-0.075199,-0.827878,0.036451,-0.681673,0.09071,0.72284,0.067787
0.553574,-0.077581,-0.828447,0.034814,-0.682365,0.090695,0.722227,0.067389
0.552199,-0.080194,-0.829179,0.033274,-0.682721,0.090846,0.72189,0.067184
0.550715,-0.082833,-0.829973,0.031564,-0.682835,0.091075,0.721762,0.067095
0.54925,-0.085375,-0.830758,0.029623,-0.682919,0.091283,0.721662,0.067031
0.547833,-0.087803,-0.831505,0.02771,-0.683003,0.09143,0.721564,0.067022
0.546449,-0.090165,-0.832216,0.026102,-0.683042,0.091526,0.721507,0.067105
0.545102,-0.092476,-0.832884,0.024822,-0.683055,0.091619,0.721469,0.067265
0.543713,-0.094664,-0.833578,0.023737,-0.683077,0.091722,0.721416,0.067466
0.542094,-0.096572,-0.834441,0.022719,-0.683076,0.091777,0.721391,0.06767
-0.540322,0.098094,0.835439,-0.021726,-0.683004,0.091758,0.721445,0.067844
-0.538685,0.099323,0.836373,-0.020817,-0.682882,0.091695,0.721557,0.067969
-0.537267,0.100353,0.837181,-0.02005,-0.682759,0.091614,0.721676,0.068042
-0.535979,0.101176,0.837922,-0.019391,-0.682635,0.091531,0.721801,0.068079
-0.534752,0.101823,0.838641,-0.018802,-0.682478,0.091427,0.72196,0.068105
-0.533571,0.102316,0.839342,-0.018374,-0.682299,0.091283,0.722143,0.068158
-0.532471,0.102555,0.840015,-0.018205,-0.682124,0.091119,0.722318,0.068269
-0.531475,0.102483,0.840653,-0.018295,-0.681963,0.09096,0.722476,0.068422
-0.530582,0.102198,0.841245,-0.018574,-0.681818,0.090798,0.72262,0.068562
-0.529806,0.101761,0.841779,-0.018957,-0.681669,0.090609,0.722774,0.068669
-0.529223,0.101134,0.84221,-0.019392,-0.681488,0.090372,0.722965,0.06877
-0.528944,0.100323,0.842471,-0.019923,-0.681258,0.090072,0.723206,0.068898
-0.529008,0.099385,0.842523,-0.020675,-0.681013,0.089759,0.723461,0.069056
-0.529354,0.098236,0.842416,-0.021679,-0.680818,0.08955,0.723654,0.069224
-0.529912,0.096626,0.842223,-0.022717,-0.680649,0.089501,0.7238,0.069424
-0.530615,0.09449,0.841997,-0.023658,-0.680399,0.089495,0.724009,0.0697
-0.53129,0.092118,0.841802,-0.024795,-0.680038,0.089346,0.724338,0.070006
-0.531756,0.08969,0.841722,-0.026368,-0.679651,0.08904,0.724714,0.07026
-0.531978,0.086957,0.841812,-0.02813,-0.679336,0.08874,0.72503,0.070426
-0.531952,0.083785,0.842093,-0.02977,-0.679136,0.088571,0.72523,0.070501
-0.531715,0.080438,0.842512,-0.031335,-0.679003,0.088489,0.725363,0.070524
-0.531444,0.077005,0.84294,-0.032997,-0.678843,0.088388,0.725521,0.070558
-0.531279,0.073266,0.843305,-0.034802,-0.678646,0.08827,0.725711,0.070644
-0.531308,0.069077,0.843558,-0.036749,-0.678474,0.088196,0.725869,0.070769
-0.531626,0.064617,0.843616,-0.038866,-0.67837,0.088171,0.725955,0.070915
-0.532209,0.060126,0.843473,-0.041127,-0.678372,0.088155,0.725942,0.071057
-0.532909,0.055635,0.843222,-0.043469,-0.678464,0.088088,0.725857,0.071127
-0.533642,0.051068,0.842917,-0.045919,-0.678525,0.087926,0.725819,0.071136
-0.534463,0.046294,0.842527,-0.048526,-0.678458,0.087693,0.725904,0.071188
0.535373,-0.041219,-0.842053,0.051222,-0.678282,0.087423,0.726087,0.071336
0.536255,-0.035791,-0.841571,0.053924,-0.678016,0.08714,0.726344,0.071588
0.536939,-0.030047,-0.841181,0.056648,-0.677648,0.08695,0.726675,0.071951
0.537284,-0.024153,-0.840963,0.059365,-0.677202,0.086972,0.727043,0.072394
0.537204,-0.018152,-0.840975,0.061991,-0.676723,0.087123,0.727427,0.072839
0.536681,-0.011837,-0.841221,0.064654,-0.676224,0.087231,0.727839,0.073223
0.536032,-0.005246,-0.841463,0.067692,-0.675707,0.087263,0.728285,0.073526
0.535878,0.00124,-0.841274,0.071351,-0.675164,0.08726,0.728763,0.073786
0.536567,0.007987,-0.840453,0.075307,-0.674613,0.087233,0.72925,0.074044
0.537748,0.015893,-0.839257,0.078876,-0.674127,0.087179,0.729678,0.074315
0.538409,0.024478,-0.838312,0.082155,-0.673762,0.087097,0.729993,0.074621
0.537721,0.032446,-0.83811,0.085879,-0.673425,0.086959,0.730284,0.074985
0.535967,0.04001,-0.838471,0.090027,-0.67297,0.086709,0.730694,0.075354
0.534004,0.048273,-0.83885,0.094021,-0.672382,0.086366,0.731248,0.07563
0.532343,0.05729,-0.838905,0.09781,-0.671684,0.085976,0.731918,0.075799
0.531113,0.066384,-0.838534,0.101848,-0.670885,0.085587,0.73268,0.075944
0.530181,0.075261,-0.837812,0.106371,-0.670039,0.085297,0.733463,0.07619
0.529265,0.084221,-0.836912,0.111189,-0.669237,0.085153,0.734172,0.076567
0.52812,0.093614,-0.835982,0.116015,-0.668568,0.08508,0.734753,0.076918
0.526653,0.103323,-0.835107,0.120652,-0.668026,0.084974,0.735234,0.077144
0.524812,0.113316,-0.83433,0.125001,-0.667379,0.084692,0.735828,0.0774
0.522534,0.123797,-0.833677,0.1289,-0.666491,0.084231,0.736643,0.077795
0.51999,0.134441,-0.833062,0.132453,-0.665544,0.08381,0.737501,0.078221
0.517576,0.144745,-0.832238,0.136176,-0.664711,0.083571,0.738239,0.078597
0.515444,0.154947,-0.83105,0.140228,-0.663994,0.083467,0.738861,0.078925
0.513618,0.165506,-0.829432,0.144385,-0.663316,0.083374,0.739449,0.079219
0.512522,0.175941,-0.827162,0.148895,-0.662663,0.083234,0.740019,0.079503
0.512418,0.185573,-0.824147,0.154181,-0.662154,0.083152,0.740459,0.079744
0.512866,0.194613,-0.820671,0.15998,-0.661944,0.083316,0.740612,0.079896
0.513428,0.203586,-0.816997,0.16571,-0.661991,0.083719,0.740515,0.079978
0.513967,0.212767,-0.813207,0.171062,-0.662064,0.084061,0.740407,0.08001
0.514334,0.222186,-0.809381,0.176058,-0.662008,0.08407,0.740456,0.080021
0.51442,0.231672,-0.805574,0.180971,-0.661697,0.083684,0.740762,0.080159
0.514253,0.240999,-0.801752,0.186163,-0.661127,0.083071,0.741305,0.080481
0.514007,0.250091,-0.797814,0.191687,-0.660584,0.082562,0.741812,0.080794
0.513842,0.259021,-0.793718,0.197195,-0.660288,0.082319,0.742086,0.080943
0.513682,0.267776,-0.789576,0.202474,-0.66021,0.082269,0.742159,0.080961
0.513424,0.276303,-0.785464,0.207604,-0.66026,0.082313,0.74211,0.080956
0.513209,0.284639,-0.781261,0.212669,-0.660361,0.082388,0.742007,0.080993
0.513326,0.292829,-0.776764,0.217682,-0.660468,0.08244,0.741904,0.081021
0.513804,0.300854,-0.771957,0.222656,-0.660549,0.082451,0.741836,0.080968
0.514425,0.308655,-0.766984,0.227672,-0.660662,0.08251,0.741743,0.080838
0.515074,0.316118,-0.761927,0.232884,-0.660958,0.082761,0.741472,0.080651
0.515693,0.323239,-0.756812,0.238356,-0.661467,0.083208,0.740998,0.08037
0.516097,0.330212,-0.751718,0.243976,-0.661951,0.083646,0.740558,0.079981
0.516296,0.337234,-0.746658,0.249426,-0.662188,0.083869,0.740369,0.079544
0.516684,0.344321,-0.741425,0.2545,-0.662214,0.083874,0.740388,0.079142
0.51719,0.351303,-0.73606,0.259454,-0.662192,0.083833,0.740446,0.078832
0.517163,0.358073,-0.730977,0.264575,-0.662201,0.083852,0.740458,0.078613
0.516688,0.364741,-0.726118,0.269724,-0.66223,0.083889,0.740446,0.078448
0.516576,0.371493,-0.720942,0.274562,-0.662267,0.083904,0.740428,0.078283
0.516832,0.378316,-0.715464,0.279057,-0.662317,0.0839,0.740407,0.078063
0.516616,0.384852,-0.710348,0.283555,-0.662365,0.083865,0.740402,0.077751
0.515737,0.390993,-0.70574,0.288218,-0.662398,0.083788,0.740419,0.077383
0.514767,0.397291,-0.701022,0.29282,-0.662402,0.083693,0.74046,0.077055
0.51433,0.403776,-0.695708,0.297354,-0.662352,0.083638,0.740536,0.076813
0.514546,0.409736,-0.690023,0.302039,-0.662245,0.083672,0.740645,0.076651
0.514743,0.41505,-0.684592,0.306768,-0.662176,0.083572,0.740732,0.076514
0.514445,0.420221,-0.679619,0.311254,-0.662397,0.082558,0.740675,0.07626
0.513745,0.425522,-0.674885,0.315478,-0.663086,0.080011,0.740386,0.075783
0.512495,0.430874,-0.670471,0.319632,-0.663923,0.076975,0.740016,0.075215
0.511066,0.436088,-0.666188,0.323778,-0.664378,0.075249,0.739828,0.074795
0.510619,0.441014,-0.661313,0.327779,-0.664396,0.074968,0.73986,0.074596
0.510814,0.445684,-0.656108,0.331597,-0.66426,0.075106,0.739975,0.07453
0.510459,0.450284,-0.651343,0.335304,-0.664174,0.075139,0.740053,0.07449
0.509421,0.454956,-0.647041,0.338886,-0.66421,0.075087,0.740034,0.074405
0.508078,0.459667,-0.64294,0.342333,-0.66436,0.075052,0.739916,0.074279
0.506849,0.464252,-0.63879,0.345719,-0.66458,0.075083,0.739728,0.07415
0.505661,0.468645,-0.634626,0.349183,-0.664822,0.075176,0.739514,0.074022
0.504162,0.472905,-0.630653,0.352788,-0.665038,0.075304,0.73932,0.073894
0.502744,0.47698,-0.626634,0.356468,-0.66524,0.075438,0.739139,0.073749
0.502021,0.480719,-0.622209,0.360195,-0.665491,0.075569,0.738919,0.073553
0.501794,0.484051,-0.617576,0.364001,-0.665767,0.075659,0.738682,0.073343
0.501498,0.487067,-0.613143,0.36786,-0.665866,0.07557,0.738608,0.073274
0.500959,0.490037,-0.608886,0.371701,-0.665614,0.0752,0.738855,0.073466
0.500042,0.493142,-0.604772,0.375525,-0.665194,0.074777,0.739245,0.073778
0.498595,0.49623,-0.60102,0.379386,-0.665004,0.074691,0.739409,0.073923
0.497251,0.499005,-0.59736,0.383271,-0.665219,0.075065,0.739194,0.073758
0.496875,0.501397,-0.593162,0.387136,-0.665745,0.075806,0.738693,0.073278
0.497205,0.503574,-0.588465,0.391036,-0.666442,0.076826,0.738033,0.072521
0.497268,0.505715,-0.583888,0.395034,-0.667182,0.077961,0.737333,0.071624
0.496598,0.507909,-0.57979,0.399078,-0.66777,0.078979,0.736769,0.070825
0.49537,0.510121,-0.576105,0.403098,-0.66811,0.079651,0.736436,0.070337
0.494189,0.512223,-0.572506,0.406991,-0.668267,0.079779,0.736294,0.070184
0.49359,0.514174,-0.568681,0.410604,-0.668351,0.079605,0.736243,0.070115
0.493384,0.516068,-0.564724,0.413924,-0.668413,0.079604,0.736204,0.069937
0.49312,0.517927,-0.560918,0.417079,-0.668484,0.079822,0.73614,0.069684
0.492698,0.519578,-0.557394,0.420238,-0.668612,0.080008,0.73603,0.0694
0.492238,0.520865,-0.554056,0.423584,-0.668767,0.080097,0.735907,0.069102
0.491613,0.522085,-0.550708,0.427158,-0.668893,0.080209,0.735807,0.068817
0.490567,0.523732,-0.547258,0.430763,-0.669005,0.080378,0.735711,0.068559
0.489372,0.525633,-0.543751,0.434235,-0.669132,0.080531,0.7356,0.068337
0.488517,0.527245,-0.540307,0.437529,-0.669275,0.080612,0.735477,0.06816
0.488004,0.528482,-0.537073,0.440581,-0.669442,0.080645,0.735338,0.067984
0.487698,0.529541,-0.534102,0.443252,-0.669633,0.080689,0.73518,0.067758
0.487578,0.530607,-0.531384,0.44537,-0.669838,0.08076,0.735011,0.067482
0.48721,0.531994,-0.529123,0.446808,-0.670046,0.080817,0.734844,0.067159
0.486043,0.533958,-0.527577,0.447564,-0.670253,0.080823,0.734693,0.06675
0.484106,0.536347,-0.526737,0.447796,-0.67045,0.080813,0.734561,0.066233
0.481701,0.538787,-0.52646,0.447787,-0.670638,0.080878,0.734435,0.065646
0.479314,0.540892,-0.526425,0.447852,-0.670814,0.081066,0.734306,0.065048
0.477676,0.542307,-0.526084,0.44829,-0.670963,0.081333,0.73419,0.064488
0.477083,0.542929,-0.525133,0.449284,-0.671073,0.08156,0.734107,0.064003
0.477257,0.542854,-0.523732,0.450822,-0.671151,0.081673,0.734057,0.06362
0.477756,0.542223,-0.522316,0.452691,-0.671215,0.081725,0.734017,0.063336
0.478225,0.541282,-0.521252,0.454544,-0.671284,0.081795,0.733965,0.063105
0.478543,0.540357,-0.520599,0.456057,-0.671356,0.0819,0.733908,0.062864
0.478733,0.539693,-0.520251,0.45704,-0.671379,0.082028,0.733897,0.062594
0.478789,0.539342,-0.520196,0.457458,-0.671319,0.082164,0.73396,0.062306
0.478653,0.539191,-0.520553,0.457372,-0.671226,0.082293,0.734054,0.062028
0.47832,0.5391,-0.521397,0.456866,-0.671166,0.082397,0.734118,0.061793
0.477865,0.538996,-0.522657,0.456024,-0.671149,0.082474,0.73414,0.061598
0.477407,0.538857,-0.524136,0.454969,-0.671129,0.082538,0.734166,0.061427
0.47709,0.538718,-0.525574,0.453807,-0.671041,0.082606,0.734249,0.061308
0.476997,0.538607,-0.526844,0.452561,-0.670878,0.082717,0.734388,0.061282
0.476936,0.538403,-0.528178,0.45131,-0.670697,0.082873,0.734533,0.061303
0.476641,0.537919,-0.529879,0.450205,-0.670568,0.082883,0.734661,0.061172
0.476551,0.537013,-0.53168,0.449258,-0.670523,0.082584,0.734771,0.060752
0.477398,0.535626,-0.533068,0.448369,-0.670492,0.082377,0.734844,0.060484
0.478816,0.533917,-0.534237,0.447502,-0.67038,0.082696,0.734882,0.060828
0.48005,0.532092,-0.535648,0.446668,-0.670234,0.082989,0.734949,0.061231
0.481019,0.530252,-0.537346,0.445772,-0.670152,0.082524,0.735101,0.060929
0.481828,0.5285,-0.539303,0.444614,-0.670105,0.081661,0.735299,0.060216
0.482547,0.526917,-0.541523,0.443012,-0.669969,0.081535,0.73544,0.06018
0.48351,0.525441,-0.543815,0.440903,-0.66977,0.082207,0.735486,0.060922
0.484931,0.523934,-0.546066,0.438345,-0.669721,0.0824,0.735483,0.061228
0.486525,0.522321,-0.548538,0.435407,-0.669881,0.081559,0.735489,0.060527
0.488074,0.520572,-0.551311,0.432255,-0.670028,0.080484,0.735553,0.059551
0.489218,0.518783,-0.554334,0.429236,-0.670021,0.079872,0.735671,0.059
0.489648,0.5171,-0.557655,0.426467,-0.669969,0.079606,0.735759,0.058847
0.489918,0.515414,-0.561071,0.423708,-0.66997,0.079591,0.735747,0.059008
0.490519,0.513508,-0.564482,0.420786,-0.670009,0.080237,0.735592,0.059623
0.491313,0.511286,-0.568068,0.417728,-0.670133,0.081684,0.735247,0.060511
0.492454,0.508651,-0.571718,0.414611,-0.670328,0.082912,0.734874,0.061211
0.494301,0.505483,-0.575143,0.411539,-0.670272,0.0827,0.734891,0.061894
0.496672,0.501878,-0.578375,0.408556,-0.66973,0.081139,0.735468,0.062967
0.498751,0.49817,-0.581864,0.405596,-0.669005,0.079367,0.73622,0.064132
0.499711,0.494651,-0.586167,0.402513,-0.668536,0.078259,0.736701,0.064855
0.5,0.49128,-0.591069,0.399101,-0.668415,0.077838,0.736837,0.06507
0.501047,0.487761,-0.595715,0.395178,-0.668501,0.077784,0.736767,0.065039
0.503075,0.483969,-0.60002,0.390725,-0.668657,0.077879,0.736622,0.064972
0.505039,0.480055,-0.604598,0.385933,-0.668823,0.078015,0.736458,0.064948
0.506467,0.476106,-0.609599,0.381056,-0.668991,0.078117,0.736292,0.064976
0.507914,0.471931,-0.614577,0.376297,-0.669153,0.078138,0.736138,0.065033
0.509665,0.467308,-0.619402,0.371762,-0.669291,0.07809,0.736013,0.065089
0.511313,0.462234,-0.624402,0.367452,-0.669385,0.078008,0.735929,0.065168
0.513122,0.456744,-0.629347,0.363337,-0.669398,0.0779,0.735913,0.065345
0.515326,0.45095,-0.633947,0.359436,-0.669297,0.077816,0.735988,0.065636
0.517866,0.445059,-0.63816,0.355652,-0.669136,0.077866,0.736102,0.065933
0.521093,0.439098,-0.64182,0.351741,-0.669153,0.078133,0.736047,0.066064
0.524667,0.432951,-0.645309,0.347641,-0.669583,0.078597,0.735613,0.065989
0.527854,0.42651,-0.649217,0.343477,-0.670226,0.079063,0.734983,0.065928
0.530324,0.419901,-0.653729,0.339232,-0.670649,0.079259,0.734561,0.066091
0.532092,0.413439,-0.658739,0.334678,-0.670792,0.079105,0.734415,0.066451
0.533296,0.407334,-0.664156,0.329502,-0.670784,0.079011,0.734388,0.066939
0.534368,0.401459,-0.669686,0.323731,-0.670437,0.080076,0.73453,0.06759
0.535611,0.395446,-0.675028,0.317931,-0.669669,0.082688,0.734872,0.068332
0.536616,0.389179,-0.680408,0.312453,-0.668969,0.085334,0.735151,0.068924
0.537022,0.382669,-0.686207,0.307068,-0.668713,0.086637,0.735196,0.069309
0.53705,0.375701,-0.692497,0.301453,-0.668717,0.086901,0.735126,0.069682
0.53722,0.368415,-0.698858,0.295403,-0.668706,0.086884,0.735094,0.070147
0.537579,0.361461,-0.704869,0.28899,-0.668623,0.086892,0.735123,0.070614
0.537774,0.354964,-0.710557,0.282682,-0.668557,0.086924,0.735149,0.070935
0.537826,0.348362,-0.716041,0.2769,-0.668575,0.086872,0.735123,0.071099
0.538075,0.341225,-0.721259,0.271708,-0.668562,0.086618,0.735145,0.071302
0.538873,0.333492,-0.726041,0.266952,-0.66833,0.08619,0.735362,0.071756
0.540192,0.325293,-0.73041,0.262448,-0.667975,0.085832,0.735662,0.072418
0.541564,0.316886,-0.734631,0.258088,-0.667731,0.085685,0.735835,0.073074
0.542924,0.308612,-0.738617,0.253845,-0.667614,0.085605,0.735898,0.0736
0.544617,0.300697,-0.742022,0.249753,-0.667553,0.085506,0.735925,0.073997
0.546382,0.293087,-0.7451,0.245748,-0.667545,0.085474,0.735902,0.074347
0.547309,0.285468,-0.748727,0.241595,-0.667594,0.085533,0.735811,0.074731
0.54712,0.277582,-0.753273,0.237039,-0.667723,0.085675,0.735638,0.07512
0.546446,0.269549,-0.758242,0.231969,-0.667996,0.085958,0.735332,0.075367
0.545747,0.261669,-0.763151,0.226473,-0.668431,0.08639,0.734889,0.075337
0.545008,0.254027,-0.767925,0.220745,-0.668832,0.086706,0.734509,0.075112
0.544084,0.246506,-0.77265,0.214987,-0.66891,0.086563,0.734471,0.074955
0.542768,0.239032,-0.777431,0.209449,-0.668688,0.086044,0.734733,0.074966
0.540974,0.231634,-0.782299,0.204208,-0.668485,0.085598,0.734965,0.075016
0.538886,0.224329,-0.787185,0.199044,-0.668434,0.085475,0.735023,0.075035
0.536564,0.216984,-0.79214,0.193731,-0.668404,0.085573,0.735037,0.075059
0.533831,0.209489,-0.797335,0.188139,-0.668341,0.085719,0.735077,0.075058
0.530894,0.201844,-0.802613,0.182273,-0.668328,0.085864,0.735083,0.074954
0.528313,0.19387,-0.807562,0.176475,-0.668452,0.086068,0.734964,0.074787
0.526338,0.185378,-0.811983,0.171135,-0.668747,0.086345,0.734675,0.074667
0.525029,0.176497,-0.815811,0.166271,-0.669182,0.086649,0.734251,0.074585
0.524555,0.167384,-0.818949,0.161699,-0.66968,0.086971,0.733778,0.074403
0.525028,0.157887,-0.821371,0.157374,-0.670095,0.087187,0.733403,0.074101
0.526501,0.147842,-0.823058,0.153346,-0.670221,0.087046,0.733325,0.0739
0.529091,0.137431,-0.82389,0.149603,-0.670161,0.086623,0.733433,0.073868
0.532606,0.126974,-0.823923,0.146151,-0.67028,0.086275,0.733373,0.073789
0.536501,0.116415,-0.823505,0.143016,-0.67066,0.08613,0.733065,0.07357
0.54041,0.105408,-0.822953,0.13998,-0.671095,0.086111,0.732692,0.073334
0.544261,0.094034,-0.822372,0.136533,-0.671427,0.086149,0.732399,0.073187
0.54801,0.08289,-0.821773,0.132303,-0.671652,0.086169,0.732195,0.073135
0.551637,0.072162,-0.821117,0.127502,-0.671862,0.086104,0.732015,0.073089
0.55498,0.061486,-0.820463,0.122707,-0.672127,0.086013,0.731793,0.072974
0.557471,0.050812,-0.820169,0.118185,-0.672454,0.086047,0.731503,0.072831
0.558679,0.040388,-0.820548,0.113785,-0.672856,0.086273,0.731117,0.072737
0.558769,0.03022,-0.821532,0.109307,-0.673347,0.08659,0.730631,0.072696
0.55786,0.020313,-0.823073,0.104553,-0.673842,0.086857,0.730143,0.072694
0.555823,0.010748,-0.825262,0.099436,-0.674244,0.087054,0.729744,0.072737
0.553012,0.001426,-0.827836,0.094145,-0.674538,0.087241,0.729441,0.072822
0.550275,-0.007898,-0.830186,0.089032,-0.674756,0.087416,0.729211,0.072895
0.548228,-0.01747,-0.831876,0.0844,-0.674952,0.087537,0.729016,0.072892
0.546968,-0.027244,-0.832861,0.080167,-0.675168,0.087594,0.728821,0.072773
0.546283,-0.037003,-0.833324,0.076007,-0.675403,0.087604,0.728624,0.072547
0.546008,-0.046764,-0.833378,0.071898,-0.675629,0.08762,0.728433,0.072346
0.546135,-0.056645,-0.83301,0.067989,-0.675795,0.08766,0.728275,0.07233
0.54659,-0.06657,-0.832268,0.06432,-0.675879,0.087679,0.728179,0.072496
0.547104,-0.076438,-0.831335,0.060965,-0.675887,0.087664,0.728151,0.072718
0.547209,-0.086171,-0.830542,0.057763,-0.675838,0.087657,0.728181,0.072886
