Sample #,Shoulder W,Shoulder X,Shoulder Y,Shoulder Z,Thorax W,Thorax X,Thorax Y,Thorax Z
0,0.775675,-0.011496,-0.631028,0.000581,-0.721888,0.111674,0.680593,0.056566
1,0.777035,-0.011398,-0.629352,0.001729,-0.722051,0.111305,0.680487,0.056488
2,0.778165,-0.011091,-0.627956,0.002798,-0.722631,0.110854,0.679969,0.056199
3,0.779025,-0.010703,-0.626891,0.003636,-0.723204,0.110295,0.679465,0.056019
4,0.7797,-0.010336,-0.626053,0.0043,-0.723673,0.109193,0.679146,0.055987
5,0.780252,-0.009991,-0.625367,0.00487,-0.723807,0.107488,0.679256,0.056231
6,0.780674,-0.009605,-0.624842,0.005349,-0.723366,0.106006,0.679906,0.05686
7,0.78097,-0.009149,-0.624475,0.005713,-0.722833,0.105413,0.680518,0.05741
8,0.781152,-0.008676,-0.624252,0.005998,-0.722973,0.105212,0.680409,0.05731
9,0.781158,-0.008253,-0.624247,0.006245,-0.723941,0.104928,0.679497,0.05642
10,0.780907,-0.007842,-0.624566,0.006387,-0.725146,0.10493,0.678325,0.055029
11,0.780452,-0.007346,-0.625141,0.006335,-0.725857,0.105236,0.677622,0.053707
12,0.779963,-0.006871,-0.625757,0.006221,-0.725768,0.105155,0.67779,0.052954
13,0.779511,-0.006689,-0.626322,0.006296,-0.725048,0.104512,0.678671,0.052799
14,0.779005,-0.00692,-0.626945,0.006554,-0.724197,0.103963,0.679664,0.052803
15,0.778388,-0.007614,-0.627701,0.006767,-0.723484,0.103775,0.680452,0.05278
16,0.777774,-0.008921,-0.628443,0.006934,-0.72289,0.103562,0.681111,0.052851
17,0.777403,-0.010961,-0.628866,0.007229,-0.722572,0.103096,0.681518,0.052865
18,0.77748,-0.01373,-0.628713,0.007526,-0.722652,0.102459,0.681549,0.052612
19,0.777896,-0.017121,-0.628116,0.007434,-0.722808,0.101829,0.6815,0.052313
20,0.778268,-0.020983,-0.627548,0.006568,-0.722723,0.101313,0.681669,0.0523
21,0.778263,-0.025195,-0.627414,0.004815,-0.722483,0.10089,0.681964,0.052577
22,0.7776,-0.029748,-0.628049,0.002714,-0.722284,0.100539,0.682193,0.053008
23,0.775954,-0.034587,-0.62984,0.000978,-0.722175,0.10029,0.682307,0.053499
24,0.773187,-0.039331,-0.632956,-0.000586,-0.722096,0.100158,0.68237,0.054005
25,0.769312,-0.043719,-0.637371,-0.002612,-0.722006,0.100089,0.682435,0.054519
26,0.764256,-0.047997,-0.643105,-0.005007,-0.721908,0.099961,0.682514,0.055064
27,0.758035,-0.052352,-0.650069,-0.007316,-0.721784,0.099695,0.682638,0.055627
28,0.750785,-0.056565,-0.658055,-0.009242,-0.721586,0.099375,0.682853,0.056118
29,0.742631,-0.060584,-0.666871,-0.010539,-0.721311,0.099199,0.683145,0.056412
30,0.733767,-0.064729,-0.676218,-0.011147,-0.721026,0.099269,0.683435,0.056431
31,0.724478,-0.068874,-0.685756,-0.011266,-0.720643,0.099404,0.683832,0.05627
32,0.714975,-0.07259,-0.695284,-0.011007,-0.719828,0.099206,0.684724,0.056206
33,0.705524,-0.075826,-0.704544,-0.010255,-0.718464,0.098586,0.686233,0.056347
34,0.696447,-0.078513,-0.713243,-0.009051,-0.716942,0.098025,0.687892,0.056467
35,0.687957,-0.080443,-0.721238,-0.007736,-0.715646,0.097905,0.689266,0.056373
36,0.680178,-0.081771,-0.728443,-0.006438,-0.714548,0.098048,0.690404,0.056117
37,0.673186,-0.082808,-0.734805,-0.004977,-0.713463,0.098148,0.691538,0.055788
38,0.666926,-0.083546,-0.740418,-0.00338,-0.712297,0.098097,0.692777,0.055409
39,0.661201,-0.083912,-0.7455,-0.00171,-0.711084,0.097941,0.694073,0.055038
40,0.655886,-0.083993,-0.750172,0.000344,-0.709911,0.097772,0.695319,0.054759
41,0.651035,-0.083956,-0.754384,0.003178,-0.708857,0.097676,0.696424,0.054551
42,0.646657,-0.083874,-0.758126,0.006695,-0.707984,0.097727,0.69732,0.054343
43,0.64259,-0.083519,-0.761574,0.010391,-0.707255,0.097811,0.698062,0.054161
44,0.638672,-0.082783,-0.764884,0.014065,-0.706389,0.097484,0.69898,0.054201
45,0.634897,-0.082064,-0.768016,0.017963,-0.705048,0.096233,0.700468,0.054688
46,0.631305,-0.081712,-0.770899,0.022188,-0.703445,0.094331,0.702282,0.055383
47,0.627868,-0.081674,-0.773567,0.02655,-0.702264,0.092765,0.703649,0.055666
48,0.624571,-0.081708,-0.776067,0.030903,-0.701718,0.091889,0.704331,0.055366
49,0.621421,-0.081634,-0.778415,0.035247,-0.70149,0.091339,0.704678,0.054754
50,0.618458,-0.081498,-0.780573,0.039664,-0.701189,0.090879,0.705086,0.054114
51,0.615916,-0.081322,-0.782354,0.04424,-0.700519,0.090584,0.705825,0.053643
52,0.613967,-0.080997,-0.783636,0.048969,-0.699627,0.090626,0.706733,0.05326
53,0.612453,-0.080628,-0.784548,0.053715,-0.699209,0.090867,0.707168,0.052557
54,0.61124,-0.08041,-0.785188,0.058303,-0.69952,0.090873,0.706945,0.05141
55,0.610445,-0.080334,-0.785478,0.06268,-0.699879,0.090564,0.70671,0.050273
56,0.610224,-0.080308,-0.785308,0.066847,-0.699806,0.090164,0.706885,0.049555
57,0.61068,-0.080249,-0.784618,0.070747,-0.699588,0.089838,0.707175,0.049084
58,0.611829,-0.080058,-0.783414,0.074282,-0.699571,0.089675,0.707253,0.048488
59,0.613507,-0.079716,-0.781833,0.077411,-0.699669,0.089566,0.707221,0.047754
60,0.615465,-0.079339,-0.780054,0.080149,-0.699677,0.089345,0.707287,0.047061
61,0.617554,-0.079032,-0.778186,0.082511,-0.699615,0.088979,0.707435,0.046452
62,0.619636,-0.078828,-0.776325,0.084605,-0.6996,0.088515,0.707543,0.045907
63,0.621628,-0.078682,-0.774531,0.086541,-0.699715,0.088036,0.707519,0.045455
64,0.623529,-0.078434,-0.772835,0.08824,-0.699927,0.087645,0.707374,0.045201
65,0.625265,-0.077942,-0.771327,0.089573,-0.699938,0.087455,0.707377,0.045333
66,0.626739,-0.077289,-0.770076,0.090599,-0.699411,0.087506,0.707855,0.045922
67,0.6279,-0.076697,-0.76908,0.091515,-0.6987,0.087552,0.708514,0.046483
68,0.628733,-0.07618,-0.768351,0.092346,-0.698524,0.08725,0.708732,0.046373
69,0.629253,-0.075537,-0.767916,0.092949,-0.698887,0.0866,0.7085,0.045661
70,0.629487,-0.07462,-0.767776,0.093258,-0.699349,0.085792,0.708194,0.044855
71,0.629537,-0.073435,-0.76784,0.093337,-0.69971,0.084826,0.707992,0.044236
72,0.629634,-0.072087,-0.767895,0.093283,-0.700155,0.083625,0.707728,0.04372
73,0.629971,-0.070604,-0.767774,0.093135,-0.701044,0.082514,0.707022,0.042988
74,0.630553,-0.068896,-0.767478,0.092915,-0.7024,0.082103,0.705793,0.041836
75,0.631328,-0.066995,-0.767034,0.092717,-0.703751,0.08238,0.704494,0.040442
76,0.632292,-0.065081,-0.766415,0.092625,-0.704553,0.082518,0.703744,0.039241
77,0.633436,-0.063173,-0.765634,0.092589,-0.704609,0.081965,0.703791,0.038547
78,0.634625,-0.061137,-0.764825,0.092497,-0.703913,0.080705,0.704636,0.038493
79,0.635691,-0.059023,-0.764127,0.09232,-0.702636,0.078996,0.706077,0.038966
80,0.636674,-0.056995,-0.763499,0.092013,-0.701515,0.077447,0.707338,0.039401
81,0.637734,-0.055125,-0.762816,0.091485,-0.701102,0.076414,0.707864,0.039322
82,0.638882,-0.053424,-0.76206,0.090777,-0.701074,0.07576,0.70799,0.038815
83,0.640035,-0.051878,-0.761295,0.089963,-0.701009,0.075253,0.708142,0.038197
84,0.641147,-0.050484,-0.76057,0.088966,-0.70082,0.074753,0.708405,0.037755
85,0.64215,-0.049331,-0.759947,0.0877,-0.700441,0.0743,0.708835,0.037623
86,0.642957,-0.048525,-0.759488,0.086198,-0.699832,0.07393,0.709469,0.037718
87,0.643525,-0.048003,-0.759236,0.084449,-0.699195,0.073494,0.710137,0.037813
88,0.64379,-0.047631,-0.759266,0.082345,-0.69876,0.072941,0.710628,0.037724
89,0.643724,-0.047442,-0.759587,0.079973,-0.69852,0.072425,0.710928,0.037487
90,0.643461,-0.047515,-0.760044,0.077676,-0.698296,0.072034,0.711198,0.037297
91,0.643214,-0.047757,-0.760435,0.075718,-0.697903,0.071719,0.711615,0.037298
92,0.643178,-0.047932,-0.760615,0.074094,-0.6973,0.071445,0.712223,0.037521
93,0.643465,-0.047873,-0.760508,0.07272,-0.696609,0.071196,0.712902,0.037919
94,0.644053,-0.047586,-0.76014,0.071543,-0.69596,0.070929,0.713533,0.03846
95,0.644799,-0.047171,-0.759632,0.070479,-0.695272,0.070669,0.71419,0.039187
96,0.645513,-0.046738,-0.759148,0.069452,-0.694386,0.070502,0.715019,0.040079
97,0.64602,-0.046344,-0.758834,0.068426,-0.693474,0.07037,0.715867,0.040935
98,0.646198,-0.046012,-0.75879,0.06745,-0.692855,0.070154,0.716451,0.041567
99,0.645986,-0.045749,-0.759056,0.066658,-0.692357,0.069988,0.716916,0.042124
100,0.645391,-0.045477,-0.759635,0.066013,-0.691595,0.070091,0.717597,0.042884
101,0.644442,-0.045046,-0.760533,0.065226,-0.690669,0.070382,0.718407,0.043758
102,0.643093,-0.044423,-0.761808,0.064081,-0.689869,0.070669,0.7191,0.044522
103,0.641355,-0.043755,-0.763427,0.062673,-0.689252,0.070963,0.719621,0.045178
104,0.6395,-0.043231,-0.765123,0.061297,-0.688805,0.071373,0.71997,0.045801
105,0.637877,-0.042923,-0.76659,0.060077,-0.688501,0.071922,0.720167,0.046408
106,0.636742,-0.04283,-0.767631,0.058891,-0.688303,0.072557,0.720253,0.047002
107,0.636207,-0.042999,-0.768159,0.057653,-0.688255,0.07319,0.720199,0.047557
108,0.636198,-0.043482,-0.768232,0.056397,-0.688485,0.073678,0.719902,0.047972
109,0.636566,-0.044224,-0.767975,0.055157,-0.688984,0.073952,0.719379,0.048224
110,0.637204,-0.045052,-0.767483,0.053963,-0.689448,0.074164,0.718895,0.048479
111,0.638079,-0.045832,-0.766785,0.052872,-0.689613,0.074486,0.718677,0.048878
112,0.639177,-0.046548,-0.765891,0.05193,-0.689444,0.074971,0.718753,0.049408
113,0.640413,-0.047224,-0.764873,0.051088,-0.689041,0.075573,0.719036,0.049979
114,0.641653,-0.047902,-0.763846,0.050258,-0.688638,0.076096,0.719333,0.050472
115,0.642765,-0.048672,-0.762913,0.049478,-0.688392,0.076356,0.719516,0.050817
116,0.64363,-0.049569,-0.762164,0.048878,-0.688281,0.076391,0.719606,0.050993
117,0.644165,-0.050482,-0.761678,0.048475,-0.688253,0.076354,0.719635,0.051022
118,0.644339,-0.051259,-0.761498,0.048174,-0.68825,0.076339,0.719641,0.051002
119,0.644199,-0.051872,-0.761592,0.04791,-0.688214,0.076354,0.719673,0.051013
120,0.643831,-0.052392,-0.76188,0.047697,-0.688117,0.076354,0.719763,0.051044
121,0.643344,-0.052892,-0.762266,0.047567,-0.687945,0.076279,0.719936,0.051049
122,0.642952,-0.053387,-0.762563,0.047535,-0.687704,0.076107,0.720188,0.050994
123,0.642944,-0.053878,-0.762529,0.047638,-0.68741,0.075906,0.720497,0.050892
124,0.64348,-0.054369,-0.762026,0.047893,-0.687061,0.075769,0.720851,0.050786
125,0.644534,-0.054866,-0.761079,0.048211,-0.686729,0.075685,0.721187,0.050642
126,0.646016,-0.055342,-0.759772,0.048446,-0.686609,0.075534,0.721339,0.050324
127,0.64779,-0.055703,-0.758229,0.048517,-0.686753,0.075246,0.721269,0.0498
128,0.649638,-0.055866,-0.756638,0.048451,-0.686834,0.074935,0.721254,0.049363
129,0.651379,-0.055866,-0.755149,0.048321,-0.686682,0.074713,0.721436,0.04916
130,0.653003,-0.055803,-0.753754,0.048241,-0.686589,0.074482,0.721567,0.048879
131,0.654628,-0.055678,-0.752347,0.048335,-0.686639,0.074146,0.721584,0.048432
132,0.656385,-0.055333,-0.750827,0.048538,-0.686661,0.073728,0.721632,0.048048
133,0.65829,-0.05472,-0.749194,0.048671,-0.686642,0.073251,0.721713,0.047825
134,0.660145,-0.054036,-0.747607,0.048704,-0.686701,0.072733,0.721718,0.047695
135,0.66167,-0.053485,-0.746298,0.048689,-0.687048,0.072176,0.721457,0.047485
136,0.662745,-0.053103,-0.745377,0.04861,-0.687757,0.071583,0.720864,0.047125
137,0.663456,-0.052824,-0.744777,0.048412,-0.688312,0.071182,0.720385,0.04695
138,0.663873,-0.052656,-0.74444,0.048049,-0.688196,0.071259,0.720466,0.047299
139,0.663989,-0.052706,-0.744366,0.047545,-0.687899,0.071613,0.720678,0.047848
140,0.663929,-0.053005,-0.744433,0.046987,-0.688124,0.071848,0.720423,0.048112
141,0.663954,-0.053456,-0.744414,0.046416,-0.688803,0.071899,0.719769,0.048096
142,0.66428,-0.053977,-0.744121,0.045857,-0.689601,0.071888,0.719015,0.047959
143,0.665007,-0.054626,-0.74345,0.045431,-0.690406,0.071877,0.718256,0.047764
144,0.66604,-0.055507,-0.742466,0.045312,-0.691228,0.07186,0.717481,0.047553
145,0.667052,-0.056436,-0.741481,0.045418,-0.692041,0.071801,0.716716,0.047347
146,0.66776,-0.057081,-0.740793,0.045427,-0.692784,0.071676,0.716025,0.047123
147,0.668171,-0.057499,-0.740402,0.045236,-0.693404,0.071526,0.715456,0.046881
148,0.668441,-0.057882,-0.740143,0.045,-0.69385,0.071419,0.715047,0.046681
149,0.668703,-0.058202,-0.739889,0.044869,-0.694094,0.071384,0.714822,0.046558
150,0.668967,-0.058366,-0.739635,0.044907,-0.694147,0.071417,0.714771,0.046498
151,0.669077,-0.058353,-0.739527,0.045062,-0.694042,0.071478,0.714868,0.046488
152,0.66887,-0.058242,-0.739712,0.045245,-0.693815,0.071514,0.715084,0.046491
153,0.668337,-0.058091,-0.740197,0.045383,-0.693554,0.071475,0.715345,0.046427
154,0.667576,-0.057877,-0.740899,0.04541,-0.693394,0.071339,0.715525,0.046258
155,0.66673,-0.057604,-0.741685,0.045345,-0.693325,0.07116,0.715623,0.046057
156,0.665944,-0.057341,-0.742412,0.045327,-0.69315,0.071044,0.715812,0.045936
157,0.665213,-0.057175,-0.743069,0.045506,-0.69281,0.071033,0.716142,0.045922
158,0.664378,-0.05711,-0.743796,0.045918,-0.692449,0.071091,0.716483,0.045953
159,0.663318,-0.057001,-0.744719,0.046411,-0.692191,0.071175,0.716724,0.045965
160,0.662076,-0.056708,-0.745826,0.046724,-0.692073,0.071257,0.716831,0.045958
161,0.660755,-0.05627,-0.747029,0.046741,-0.692097,0.071328,0.716802,0.045937
162,0.659416,-0.055854,-0.748249,0.04663,-0.692283,0.071375,0.716621,0.045877
163,0.658117,-0.055585,-0.749413,0.046603,-0.692632,0.071368,0.716291,0.045765
164,0.656915,-0.055453,-0.750472,0.046677,-0.693076,0.071287,0.71588,0.045612
165,0.655848,-0.055383,-0.751405,0.046774,-0.693563,0.071132,0.715435,0.045422
166,0.654955,-0.055342,-0.75218,0.046874,-0.694096,0.070953,0.714949,0.045209
167,0.65425,-0.055349,-0.752784,0.047009,-0.694629,0.07081,0.714457,0.045026
168,0.653659,-0.05542,-0.753281,0.047182,-0.695016,0.0707,0.714095,0.044969
169,0.653063,-0.055551,-0.753778,0.047341,-0.695058,0.070607,0.714052,0.045153
170,0.65237,-0.055693,-0.754362,0.047432,-0.694818,0.070518,0.714271,0.04553
171,0.651558,-0.055738,-0.755059,0.047438,-0.694679,0.070377,0.714399,0.045841
172,0.650698,-0.055606,-0.755812,0.04741,-0.694823,0.070193,0.714271,0.045934
173,0.649869,-0.055309,-0.756546,0.047431,-0.695073,0.07004,0.714045,0.045904
174,0.649033,-0.05487,-0.757289,0.047525,-0.695199,0.069902,0.713937,0.045904
175,0.648065,-0.054315,-0.758149,0.047654,-0.695165,0.06977,0.713979,0.04596
176,0.646856,-0.053688,-0.759219,0.047771,-0.695056,0.0697,0.714089,0.045997
177,0.645359,-0.052979,-0.760537,0.04784,-0.694919,0.069732,0.714223,0.04595
178,0.643643,-0.052132,-0.762048,0.047842,-0.694765,0.06984,0.71437,0.045818
179,0.64187,-0.051137,-0.763613,0.047775,-0.694628,0.069969,0.714502,0.045651
180,0.640133,-0.050055,-0.76515,0.047653,-0.694553,0.070108,0.71457,0.04551
181,0.638404,-0.04897,-0.766671,0.047516,-0.694564,0.070257,0.71455,0.045417
182,0.636704,-0.047974,-0.768153,0.047407,-0.69465,0.070359,0.714461,0.04535
183,0.635132,-0.047108,-0.769512,0.047323,-0.694821,0.070326,0.714304,0.045251
184,0.633722,-0.046316,-0.770726,0.047243,-0.695181,0.070118,0.713988,0.045042
185,0.632428,-0.045524,-0.771838,0.047205,-0.695795,0.069916,0.713429,0.04473
186,0.631261,-0.04474,-0.772835,0.047271,-0.696654,0.070237,0.712582,0.044339
187,0.630308,-0.044017,-0.773646,0.047396,-0.697756,0.071317,0.71143,0.043792
188,0.629688,-0.043381,-0.774183,0.047455,-0.698663,0.072318,0.710467,0.043313
189,0.62951,-0.04285,-0.774359,0.04743,-0.698837,0.072319,0.710296,0.043319
190,0.629789,-0.042399,-0.774158,0.04741,-0.69869,0.071891,0.710466,0.043621
191,0.630346,-0.041978,-0.773723,0.047481,-0.698919,0.072033,0.710217,0.04377
192,0.630877,-0.041583,-0.773297,0.04772,-0.699337,0.072509,0.709751,0.043855
193,0.631164,-0.04122,-0.773058,0.048113,-0.699558,0.072729,0.709496,0.044085
194,0.631201,-0.040887,-0.773018,0.04854,-0.699603,0.07267,0.709439,0.044403
195,0.631059,-0.040597,-0.773126,0.048908,-0.699571,0.072521,0.709467,0.044708
196,0.630751,-0.040344,-0.773371,0.049232,-0.699507,0.072404,0.709524,0.044978
197,0.630278,-0.040088,-0.773748,0.049558,-0.699437,0.072339,0.709581,0.045276
198,0.629692,-0.039809,-0.774221,0.049853,-0.699364,0.072299,0.709631,0.04568
199,0.629069,-0.039509,-0.774731,0.050043,-0.699273,0.072275,0.70969,0.046183
200,0.628467,-0.039199,-0.775231,0.050104,-0.699153,0.072281,0.709774,0.046701
201,0.627939,-0.038904,-0.775674,0.050089,-0.699006,0.072324,0.709881,0.047205
202,0.627555,-0.038642,-0.775998,0.050076,-0.698856,0.072375,0.709987,0.047752
203,0.62738,-0.038384,-0.776151,0.050107,-0.698719,0.072378,0.710081,0.048356
204,0.627435,-0.038097,-0.776115,0.050191,-0.698561,0.07229,0.710206,0.048926
205,0.627689,-0.037776,-0.775918,0.050303,-0.698385,0.072103,0.710368,0.049354
206,0.628065,-0.037454,-0.775624,0.050389,-0.698295,0.071849,0.710466,0.049585
207,0.628463,-0.037212,-0.77531,0.050432,-0.698341,0.071612,0.710441,0.049663
208,0.628807,-0.037095,-0.775035,0.050457,-0.698259,0.071583,0.710509,0.049869
209,0.629044,-0.03701,-0.774848,0.050452,-0.697754,0.071916,0.710927,0.050503
210,0.629141,-0.03684,-0.774781,0.050382,-0.697056,0.072314,0.71151,0.051352
211,0.629139,-0.036562,-0.774804,0.05026,-0.696285,0.072105,0.712226,0.052166
212,0.62912,-0.036194,-0.774847,0.050101,-0.695108,0.070976,0.713417,0.053141
213,0.629091,-0.035759,-0.774904,0.0499,-0.693707,0.069593,0.714835,0.054218
214,0.628964,-0.035313,-0.775043,0.049662,-0.692656,0.068807,0.715868,0.055023
215,0.628655,-0.034925,-0.775326,0.04942,-0.692279,0.068507,0.716237,0.055338
216,0.628137,-0.034636,-0.775769,0.049258,-0.692816,0.068069,0.715783,0.055019
217,0.627471,-0.034411,-0.77632,0.049217,-0.693851,0.06736,0.714897,0.054369
218,0.626759,-0.034137,-0.776909,0.049195,-0.694303,0.066696,0.714536,0.054164
219,0.626042,-0.033739,-0.777511,0.049086,-0.693906,0.066212,0.714936,0.054562
220,0.625306,-0.033298,-0.778131,0.048941,-0.693275,0.065934,0.715538,0.055021
221,0.624516,-0.032977,-0.778785,0.048849,-0.692825,0.065895,0.715965,0.055184
222,0.623655,-0.032867,-0.779482,0.0488,-0.692518,0.066011,0.716255,0.05514
223,0.622778,-0.032983,-0.780182,0.048732,-0.692222,0.066171,0.71653,0.05508
224,0.621963,-0.033308,-0.780825,0.048626,-0.691878,0.066327,0.71685,0.055061
225,0.621244,-0.033752,-0.781384,0.048527,-0.691495,0.066521,0.717204,0.055031
226,0.620609,-0.03416,-0.781873,0.048502,-0.691185,0.066856,0.717483,0.054889
227,0.619995,-0.034459,-0.782344,0.048551,-0.691114,0.067392,0.717522,0.054611
228,0.619345,-0.034691,-0.782845,0.048606,-0.691219,0.068014,0.717382,0.054351
229,0.618687,-0.034956,-0.783352,0.048627,-0.691181,0.068628,0.717364,0.054295
230,0.618104,-0.035352,-0.783792,0.048658,-0.69077,0.06935,0.717677,0.054477
231,0.617672,-0.035902,-0.784101,0.048765,-0.690171,0.070215,0.718148,0.054749
232,0.617493,-0.036515,-0.784206,0.04889,-0.689832,0.071034,0.718383,0.054876
233,0.617591,-0.037117,-0.784098,0.048942,-0.689886,0.071732,0.71827,0.054769
234,0.617801,-0.037711,-0.783904,0.048934,-0.690141,0.072406,0.717978,0.054505
235,0.617941,-0.038272,-0.783769,0.048885,-0.690401,0.07308,0.71768,0.054231
236,0.617982,-0.038794,-0.783717,0.048804,-0.690522,0.073754,0.717499,0.054176
237,0.61801,-0.039395,-0.783668,0.048753,-0.69045,0.074488,0.71747,0.054459
238,0.618111,-0.040152,-0.783551,0.04873,-0.690411,0.075217,0.717408,0.054776
239,0.618365,-0.041029,-0.783309,0.04867,-0.690663,0.075776,0.717106,0.054783
240,0.618872,-0.041971,-0.782864,0.048588,-0.691104,0.076094,0.716665,0.054546
241,0.619731,-0.042919,-0.782133,0.048564,-0.691499,0.076222,0.716292,0.054268
242,0.620984,-0.043777,-0.781088,0.048616,-0.691816,0.076289,0.715997,0.054024
243,0.622582,-0.04447,-0.779774,0.048654,-0.69206,0.076335,0.715768,0.053869
244,0.624355,-0.045003,-0.778326,0.048622,-0.692151,0.076234,0.715689,0.053895
245,0.62605,-0.045417,-0.776942,0.048589,-0.692249,0.075869,0.715626,0.053984
246,0.627463,-0.045683,-0.775784,0.048607,-0.692854,0.075279,0.715122,0.053739
247,0.628524,-0.04573,-0.774919,0.04865,-0.694092,0.074701,0.714035,0.05301
248,0.629231,-0.045526,-0.774353,0.048709,-0.695391,0.074489,0.712855,0.052152
249,0.62961,-0.045083,-0.774066,0.048799,-0.696265,0.074739,0.712024,0.051486
250,0.6297,-0.04446,-0.774021,0.048908,-0.696678,0.075114,0.711613,0.051028
251,0.629526,-0.043714,-0.7742,0.048991,-0.696617,0.075287,0.711675,0.050737
252,0.629092,-0.042869,-0.774597,0.049033,-0.695843,0.075324,0.712426,0.05077
253,0.628444,-0.041966,-0.775168,0.049097,-0.694398,0.075433,0.713791,0.051226
254,0.627716,-0.041085,-0.775795,0.049261,-0.693026,0.075518,0.71508,0.051697
255,0.627052,-0.040272,-0.776359,0.049506,-0.692311,0.075364,0.715785,0.051735
256,0.626531,-0.039536,-0.776802,0.049738,-0.692064,0.074999,0.716083,0.051459
257,0.626179,-0.038911,-0.777108,0.049895,-0.691883,0.074582,0.716319,0.051215
258,0.625951,-0.038423,-0.77731,0.049975,-0.691593,0.074222,0.716642,0.051138
259,0.625794,-0.038054,-0.777452,0.05003,-0.691228,0.073951,0.717017,0.051203
260,0.625677,-0.037768,-0.777554,0.050113,-0.690888,0.073769,0.717352,0.051363
261,0.625563,-0.037527,-0.777649,0.050255,-0.690627,0.073697,0.717599,0.051519
262,0.625415,-0.037326,-0.777763,0.050475,-0.690422,0.07372,0.717789,0.0516
263,0.625223,-0.03718,-0.777903,0.050806,-0.690225,0.073772,0.717969,0.051655
264,0.62495,-0.037087,-0.778099,0.051225,-0.690021,0.073805,0.718156,0.051737
265,0.62454,-0.036998,-0.778409,0.051587,-0.689806,0.07381,0.718353,0.051859
266,0.62398,-0.036845,-0.778853,0.051767,-0.689545,0.073767,0.718595,0.05202
267,0.623297,-0.036604,-0.779409,0.051792,-0.689208,0.07366,0.718916,0.052208
268,0.622502,-0.0363,-0.78006,0.051774,-0.688863,0.073538,0.719246,0.052396
269,0.621621,-0.035982,-0.780775,0.051791,-0.688612,0.073441,0.719484,0.052557
270,0.62072,-0.035691,-0.781503,0.051837,-0.68847,0.07333,0.719623,0.052673
271,0.619875,-0.035463,-0.782181,0.051873,-0.68842,0.073177,0.719683,0.052719
272,0.619136,-0.035323,-0.782775,0.051835,-0.688525,0.072966,0.719614,0.052593
273,0.618531,-0.035265,-0.783267,0.051662,-0.688849,0.072681,0.719358,0.05224
274,0.618075,-0.035272,-0.783644,0.051402,-0.689321,0.072371,0.718969,0.051789
275,0.617775,-0.035302,-0.783893,0.051185,-0.68994,0.072025,0.718444,0.051318
276,0.617668,-0.035305,-0.783984,0.051088,-0.69068,0.07165,0.717804,0.050839
277,0.617824,-0.035315,-0.783859,0.051106,-0.691238,0.07142,0.717313,0.050514
278,0.618304,-0.035416,-0.78347,0.051188,-0.691319,0.071484,0.717228,0.050508
279,0.619146,-0.035644,-0.78279,0.05127,-0.690739,0.07188,0.717717,0.050944
280,0.620338,-0.036002,-0.781824,0.05133,-0.689709,0.07246,0.718597,0.051668
281,0.621795,-0.036478,-0.780641,0.051375,-0.688925,0.072911,0.719267,0.052166
282,0.623325,-0.036993,-0.779395,0.051393,-0.688552,0.073141,0.719592,0.052289
283,0.624694,-0.037433,-0.778278,0.051378,-0.688164,0.073285,0.719946,0.052321
284,0.625763,-0.037732,-0.777406,0.051349,-0.687843,0.073369,0.720248,0.052259
285,0.626495,-0.037882,-0.776813,0.051299,-0.688267,0.073273,0.719891,0.05173
286,0.626915,-0.037917,-0.776476,0.051223,-0.689762,0.072943,0.718576,0.050557
287,0.627115,-0.037888,-0.776322,0.051138,-0.691374,0.072669,0.717134,0.049403
288,0.627212,-0.03783,-0.776252,0.05105,-0.691863,0.072792,0.716671,0.049088
289,0.627313,-0.037763,-0.77618,0.050961,-0.69148,0.073105,0.716992,0.049327
290,0.627484,-0.037694,-0.776051,0.050868,-0.691134,0.073243,0.717303,0.049457
291,0.627751,-0.037626,-0.775845,0.050759,-0.69105,0.073195,0.717393,0.049398
292,0.628107,-0.037567,-0.775568,0.050642,-0.691148,0.073091,0.71732,0.049248
293,0.628512,-0.037533,-0.775248,0.050536,-0.691551,0.072943,0.71697,0.048889
294,0.628931,-0.037536,-0.774915,0.050435,-0.692206,0.072765,0.716396,0.0483
295,0.629367,-0.037554,-0.774569,0.050304,-0.692449,0.072766,0.716187,0.047906
296,0.629798,-0.037597,-0.774228,0.050116,-0.691739,0.073106,0.716825,0.048111
297,0.63017,-0.037724,-0.773935,0.049879,-0.690578,0.073541,0.717862,0.048668
298,0.630432,-0.037969,-0.773725,0.049629,-0.689834,0.07372,0.718531,0.049066
299,0.630554,-0.038329,-0.773622,0.049404,-0.689575,0.073607,0.718779,0.049243
300,0.630539,-0.038769,-0.773626,0.0492,-0.689359,0.073308,0.719004,0.049442
301,0.630412,-0.039252,-0.773718,0.048986,-0.68902,0.072956,0.719343,0.049742
302,0.630172,-0.039761,-0.773903,0.048744,-0.688712,0.072725,0.719642,0.05003
303,0.629801,-0.040288,-0.774195,0.04847,-0.68851,0.072637,0.719829,0.05024
304,0.629299,-0.040821,-0.774594,0.048166,-0.688358,0.072578,0.719969,0.050403
305,0.628711,-0.041344,-0.775065,0.047828,-0.688216,0.072506,0.720102,0.050543
306,0.628093,-0.041836,-0.775564,0.047428,-0.68808,0.072415,0.720234,0.050638
307,0.627404,-0.042251,-0.776129,0.046936,-0.687901,0.072259,0.720417,0.050689
308,0.626505,-0.042593,-0.776868,0.046407,-0.687605,0.072038,0.720718,0.050739
