Sample #,Shoulder W,Shoulder X,Shoulder Y,Shoulder Z,Thorax W,Thorax X,Thorax Y,Thorax Z
793,0.583229,-0.034739,-0.809343,0.06001,-0.690445,0.074311,0.716798,0.062959
794,0.583786,-0.034737,-0.808931,0.06015,-0.690451,0.074357,0.716785,0.062997
795,0.584179,-0.034466,-0.80866,0.060139,-0.690441,0.074413,0.716781,0.063074
796,0.584433,-0.034093,-0.8085,0.060037,-0.690486,0.074453,0.716728,0.063137
797,0.584704,-0.03393,-0.808307,0.060081,-0.690579,0.074483,0.716634,0.063161
798,0.585051,-0.034123,-0.808025,0.060382,-0.690642,0.074532,0.716566,0.063185
799,0.585435,-0.034673,-0.807684,0.060906,-0.690652,0.074597,0.716547,0.063217
800,0.585748,-0.035451,-0.807383,0.061445,-0.690646,0.074647,0.716547,0.063221
801,0.58582,-0.036163,-0.807285,0.061637,-0.690641,0.07467,0.716551,0.063203
802,0.585641,-0.036709,-0.807409,0.061383,-0.690624,0.074643,0.716569,0.063211
803,0.585364,-0.03722,-0.807622,0.060921,-0.690598,0.074565,0.716597,0.063265
804,0.585097,-0.037699,-0.807828,0.060452,-0.690578,0.074486,0.716619,0.063327
805,0.584919,-0.038087,-0.80797,0.060032,-0.690555,0.074448,0.716642,0.063368
806,0.584971,-0.038567,-0.807928,0.059774,-0.690467,0.07447,0.71672,0.063423
807,0.585259,-0.0393,-0.807698,0.059596,-0.690213,0.074597,0.716939,0.063553
808,0.585513,-0.040069,-0.807519,0.05901,-0.689905,0.074745,0.717208,0.063696
809,0.585584,-0.040768,-0.807518,0.057823,-0.689889,0.07471,0.717228,0.063682
810,0.585624,-0.041652,-0.807541,0.056461,-0.690115,0.074534,0.717039,0.063565
811,0.585721,-0.042798,-0.807491,0.055296,-0.690229,0.074421,0.716944,0.063536
812,0.585741,-0.043944,-0.807483,0.054292,-0.690171,0.074395,0.716998,0.063586
813,0.58556,-0.044876,-0.807627,0.053334,-0.690072,0.074396,0.717093,0.063597
814,0.585127,-0.045624,-0.807957,0.052442,-0.690005,0.074407,0.71716,0.063543
815,0.584411,-0.046343,-0.808487,0.051626,-0.689975,0.074427,0.717192,0.063482
816,0.583408,-0.047152,-0.809219,0.050762,-0.689969,0.074456,0.717199,0.063442
817,0.582151,-0.048073,-0.810136,0.049687,-0.689965,0.074494,0.717202,0.06341
818,0.580736,-0.049061,-0.811171,0.048379,-0.689945,0.074549,0.717218,0.063379
819,0.579364,-0.050039,-0.812174,0.046971,-0.689913,0.074621,0.717243,0.063357
820,0.578251,-0.050922,-0.81299,0.045604,-0.689875,0.074675,0.717276,0.063334
821,0.577438,-0.051709,-0.81359,0.044305,-0.689854,0.074677,0.7173,0.063287
822,0.576751,-0.052516,-0.814094,0.043026,-0.689876,0.074655,0.717288,0.063214
823,0.575973,-0.053482,-0.814649,0.04173,-0.689931,0.074653,0.717242,0.063137
824,0.575055,-0.054673,-0.815283,0.040449,-0.689997,0.074674,0.717181,0.063077
825,0.574184,-0.056051,-0.815862,0.039249,-0.690064,0.074734,0.717114,0.063043
826,0.573618,-0.057485,-0.816213,0.038131,-0.690122,0.074853,0.717047,0.063034
827,0.573373,-0.058848,-0.816339,0.037026,-0.690172,0.074996,0.716984,0.063024
828,0.573133,-0.060109,-0.816468,0.03586,-0.690228,0.075124,0.716919,0.063003
829,0.572552,-0.061346,-0.816837,0.034622,-0.690297,0.075228,0.716844,0.062978
830,0.571576,-0.062595,-0.817476,0.033409,-0.690361,0.075282,0.716779,0.062937
831,0.570384,-0.063773,-0.81826,0.032338,-0.690383,0.075271,0.716764,0.062889
832,0.569106,-0.06481,-0.819105,0.031396,-0.690365,0.075246,0.716787,0.06286
833,0.567736,-0.065683,-0.820019,0.030503,-0.690353,0.075268,0.716796,0.062868
834,0.566313,-0.066373,-0.820979,0.029623,-0.690372,0.075346,0.716765,0.062907
835,0.565015,-0.066908,-0.82186,0.028774,-0.69042,0.075461,0.716704,0.062943
836,0.56399,-0.067426,-0.822546,0.028073,-0.690483,0.075595,0.716628,0.062951
837,0.563213,-0.068107,-0.823035,0.027663,-0.690535,0.075728,0.716564,0.062944
838,0.562534,-0.068925,-0.823439,0.027451,-0.690571,0.07584,0.716518,0.062942
839,0.561879,-0.069675,-0.82383,0.027232,-0.690608,0.075922,0.716474,0.062947
840,0.561333,-0.07023,-0.824163,0.026967,-0.690646,0.075969,0.716432,0.062945
841,0.560967,-0.070615,-0.824389,0.026688,-0.690675,0.075984,0.716403,0.062934
842,0.560738,-0.070924,-0.824527,0.026413,-0.690696,0.07598,0.716384,0.062923
843,0.560564,-0.071217,-0.824627,0.026217,-0.690721,0.075961,0.716363,0.062922
844,0.560348,-0.071438,-0.824756,0.026164,-0.690745,0.075916,0.716342,0.062953
845,0.559998,-0.071468,-0.82499,0.026215,-0.690761,0.075844,0.716328,0.063019
846,0.55946,-0.071281,-0.825368,0.026295,-0.690773,0.075763,0.716319,0.06308
847,0.558775,-0.070934,-0.825859,0.026385,-0.690808,0.075697,0.716291,0.063092
848,0.558059,-0.070501,-0.826375,0.026527,-0.690874,0.075643,0.716237,0.063052
849,0.557448,-0.070061,-0.826818,0.026763,-0.690932,0.075586,0.716192,0.062996
850,0.557048,-0.069653,-0.82711,0.027093,-0.690965,0.07553,0.716169,0.06296
851,0.556885,-0.069264,-0.82724,0.027496,-0.690974,0.07549,0.716165,0.06296
852,0.556931,-0.068846,-0.827227,0.02798,-0.690959,0.075462,0.716181,0.062976
853,0.557173,-0.068311,-0.827089,0.028561,-0.690933,0.075422,0.71621,0.062974
854,0.557565,-0.067563,-0.826863,0.029225,-0.690901,0.075373,0.716248,0.062949
855,0.558031,-0.066611,-0.8266,0.029936,-0.690861,0.075322,0.716296,0.062911
856,0.55854,-0.065584,-0.826312,0.030677,-0.690813,0.075244,0.716355,0.062855
857,0.559045,-0.064581,-0.826021,0.031423,-0.690773,0.07512,0.716414,0.062779
858,0.559399,-0.063609,-0.825829,0.032139,-0.69075,0.074998,0.716454,0.062718
859,0.559442,-0.062689,-0.825843,0.032835,-0.690713,0.074916,0.7165,0.062699
860,0.559142,-0.061782,-0.826087,0.033513,-0.690617,0.074829,0.7166,0.062716
861,0.55865,-0.060668,-0.826478,0.034123,-0.690446,0.074683,0.716777,0.062753
862,0.558217,-0.059169,-0.826855,0.034694,-0.690259,0.074517,0.716973,0.062762
863,0.558007,-0.057412,-0.827093,0.035357,-0.690137,0.074413,0.717104,0.062731
864,0.558046,-0.055712,-0.827146,0.036201,-0.690085,0.074368,0.717162,0.062698
865,0.558284,-0.05435,-0.827033,0.037176,-0.690079,0.074331,0.717173,0.062684
866,0.558646,-0.053436,-0.826806,0.038094,-0.690116,0.074312,0.717138,0.062702
867,0.559121,-0.052834,-0.826494,0.038744,-0.690165,0.074329,0.717085,0.062746
868,0.559802,-0.052221,-0.826057,0.03905,-0.69019,0.074331,0.717057,0.06279
869,0.560776,-0.05133,-0.825447,0.039146,-0.690201,0.074265,0.717048,0.062838
870,0.561995,-0.050177,-0.824683,0.039266,-0.690207,0.074136,0.717049,0.062921
871,0.563285,-0.048987,-0.823861,0.039539,-0.690184,0.074004,0.717072,0.063064
872,0.564452,-0.047954,-0.823104,0.039919,-0.690146,0.07392,0.717099,0.063267
873,0.565404,-0.047124,-0.822481,0.040281,-0.690137,0.073898,0.717091,0.063483
874,0.566207,-0.046429,-0.821953,0.040574,-0.69017,0.073912,0.717044,0.063638
875,0.566971,-0.045807,-0.82145,0.040806,-0.69022,0.07393,0.716986,0.06373
876,0.567675,-0.045283,-0.820988,0.040902,-0.690251,0.073954,0.716945,0.063827
877,0.568221,-0.044916,-0.820632,0.040875,-0.690257,0.073987,0.716923,0.063972
878,0.568591,-0.044689,-0.820388,0.040874,-0.690241,0.074013,0.716922,0.064137
879,0.568896,-0.044494,-0.820187,0.040869,-0.690194,0.074024,0.716952,0.064291
880,0.569286,-0.044234,-0.819941,0.040651,-0.690122,0.074045,0.717005,0.06444
881,0.569795,-0.043906,-0.819632,0.040116,-0.690048,0.074077,0.717058,0.064607
882,0.570306,-0.043599,-0.819328,0.039404,-0.689967,0.074086,0.717119,0.064788
883,0.570658,-0.043444,-0.819119,0.038814,-0.689858,0.074068,0.717211,0.064949
884,0.570757,-0.043492,-0.81906,0.038552,-0.689718,0.074064,0.717335,0.065072
885,0.570651,-0.043661,-0.819125,0.038548,-0.689542,0.074087,0.717493,0.065162
886,0.570501,-0.043825,-0.819219,0.038586,-0.689337,0.074098,0.717683,0.065233
887,0.570429,-0.043903,-0.819266,0.03855,-0.689147,0.074073,0.717863,0.065294
888,0.570438,-0.04386,-0.819268,0.03843,-0.688991,0.074027,0.718013,0.065334
889,0.570465,-0.043693,-0.819265,0.038281,-0.688839,0.073945,0.718167,0.065338
890,0.570486,-0.043465,-0.819266,0.038213,-0.688659,0.073805,0.718357,0.065309
891,0.570523,-0.043288,-0.819246,0.038287,-0.688452,0.073638,0.718576,0.065268
892,0.570587,-0.043212,-0.819199,0.038428,-0.688253,0.073507,0.718781,0.06525
893,0.57065,-0.043206,-0.819149,0.038554,-0.688117,0.073441,0.718918,0.065256
894,0.570664,-0.043238,-0.819132,0.038678,-0.688071,0.073424,0.718965,0.065249
895,0.570584,-0.043296,-0.819176,0.038846,-0.688059,0.073424,0.71898,0.065208
896,0.570383,-0.043367,-0.819302,0.039072,-0.688018,0.073416,0.719023,0.065168
897,0.570073,-0.043428,-0.819502,0.039333,-0.687961,0.073404,0.719078,0.065173
898,0.569695,-0.043456,-0.81975,0.039604,-0.68791,0.073392,0.719124,0.065231
899,0.569263,-0.043443,-0.820038,0.039872,-0.687841,0.073363,0.719184,0.065325
900,0.568754,-0.043393,-0.820381,0.040145,-0.687755,0.073306,0.719263,0.065418
901,0.568129,-0.043314,-0.820804,0.040416,-0.687697,0.073237,0.719319,0.065496
902,0.56736,-0.043172,-0.821333,0.040641,-0.68769,0.073197,0.719322,0.065571
903,0.566449,-0.042919,-0.821966,0.040801,-0.687727,0.073239,0.719276,0.065645
904,0.565456,-0.04257,-0.822661,0.040955,-0.687805,0.073357,0.719183,0.065717
905,0.564485,-0.042232,-0.823333,0.041189,-0.687915,0.073498,0.719057,0.065784
906,0.563631,-0.042007,-0.823911,0.04154,-0.688004,0.073623,0.718954,0.065834
907,0.562931,-0.041913,-0.824372,0.041978,-0.688049,0.07374,0.718898,0.065854
908,0.562368,-0.041893,-0.824735,0.04242,-0.688091,0.073862,0.718847,0.065835
909,0.561922,-0.041884,-0.82502,0.042797,-0.688168,0.073978,0.718767,0.065777
910,0.561569,-0.041873,-0.825243,0.043129,-0.688277,0.074089,0.718658,0.065701
911,0.561269,-0.041858,-0.82543,0.043482,-0.688405,0.07421,0.718528,0.065644
912,0.561023,-0.041809,-0.825578,0.043889,-0.688564,0.074341,0.718364,0.065621
913,0.560844,-0.041712,-0.82568,0.044342,-0.68877,0.074487,0.718155,0.065582
914,0.560691,-0.041574,-0.825764,0.044835,-0.688905,0.074581,0.718024,0.065498
915,0.560535,-0.041363,-0.825853,0.045357,-0.688853,0.074534,0.718085,0.06543
916,0.56042,-0.041021,-0.825918,0.045895,-0.688725,0.074422,0.718221,0.065409
917,0.560364,-0.040563,-0.825946,0.046485,-0.688648,0.074351,0.718302,0.065407
918,0.560295,-0.040076,-0.825978,0.047163,-0.688612,0.074319,0.718341,0.065399
919,0.560128,-0.039621,-0.826071,0.047896,-0.6886,0.074315,0.718355,0.065365
920,0.55984,-0.039197,-0.826245,0.0486,-0.688606,0.07433,0.718353,0.06531
921,0.559472,-0.038792,-0.826477,0.049213,-0.688617,0.074352,0.718345,0.06526
922,0.55907,-0.038411,-0.826736,0.049726,-0.688627,0.074368,0.718337,0.065215
923,0.558663,-0.038026,-0.827002,0.050176,-0.688603,0.074341,0.718367,0.065186
924,0.55824,-0.03759,-0.827281,0.050607,-0.688532,0.07427,0.71844,0.065199
925,0.557797,-0.037075,-0.827579,0.051001,-0.688477,0.074212,0.718495,0.065242
926,0.557395,-0.036486,-0.827856,0.051312,-0.688468,0.0742,0.718501,0.065288
927,0.557092,-0.035864,-0.828073,0.051557,-0.688471,0.074193,0.718494,0.065343
928,0.556902,-0.035264,-0.828211,0.05181,-0.688464,0.074152,0.718498,0.065422
929,0.556812,-0.034687,-0.828276,0.05211,-0.688465,0.07411,0.718493,0.06551
930,0.556774,-0.034097,-0.828305,0.052455,-0.688474,0.074093,0.718479,0.065589
931,0.556733,-0.033493,-0.828332,0.052844,-0.688474,0.074083,0.718474,0.065657
932,0.556656,-0.032917,-0.82838,0.053258,-0.68847,0.074064,0.718476,0.065695
933,0.556509,-0.032386,-0.828476,0.053625,-0.688473,0.074033,0.718475,0.065701
934,0.556246,-0.031873,-0.828656,0.053893,-0.688492,0.07399,0.718462,0.065697
935,0.555848,-0.031331,-0.828931,0.054083,-0.688529,0.073942,0.718432,0.065697
936,0.555366,-0.030734,-0.829265,0.05426,-0.688566,0.073888,0.718401,0.065701
937,0.554885,-0.030117,-0.829595,0.054478,-0.688604,0.073819,0.718372,0.0657
938,0.554453,-0.029544,-0.829886,0.054755,-0.688653,0.073738,0.718335,0.065681
939,0.554074,-0.029069,-0.830132,0.055109,-0.68869,0.073653,0.718311,0.065652
940,0.553698,-0.0287,-0.830369,0.055521,-0.688683,0.073584,0.718325,0.065659
941,0.553269,-0.028399,-0.830638,0.05593,-0.688684,0.07354,0.718323,0.065719
942,0.552817,-0.028147,-0.83092,0.056336,-0.688771,0.073492,0.718237,0.065791
943,0.552405,-0.027936,-0.831172,0.056753,-0.688895,0.073446,0.718117,0.065853
944,0.552015,-0.027738,-0.831412,0.05713,-0.688966,0.073422,0.718048,0.065891
945,0.551545,-0.027543,-0.831711,0.05741,-0.689005,0.073405,0.718012,0.065894
946,0.55094,-0.027357,-0.832105,0.057604,-0.689056,0.073424,0.717962,0.065891
947,0.550247,-0.027178,-0.832557,0.057784,-0.689148,0.073544,0.71786,0.065907
948,0.549535,-0.027016,-0.833013,0.058055,-0.689322,0.073738,0.717671,0.065926
949,0.548858,-0.026906,-0.833431,0.058514,-0.68951,0.073893,0.717473,0.065937
950,0.548275,-0.026863,-0.833772,0.059138,-0.689608,0.073959,0.717372,0.065942
951,0.547781,-0.026867,-0.834049,0.059801,-0.689629,0.073985,0.71735,0.065937
952,0.547302,-0.026879,-0.83432,0.060393,-0.689626,0.074041,0.717348,0.065926
953,0.546749,-0.026879,-0.834649,0.060871,-0.689635,0.074144,0.717329,0.065918
954,0.546032,-0.026906,-0.835087,0.061273,-0.689669,0.074245,0.717287,0.065912
955,0.545099,-0.026986,-0.835666,0.061653,-0.689705,0.07428,0.717248,0.065908
956,0.543972,-0.027068,-0.83637,0.06203,-0.689746,0.074272,0.717209,0.065916
957,0.542761,-0.027084,-0.837126,0.062422,-0.689816,0.074284,0.71714,0.065926
958,0.541604,-0.027016,-0.837845,0.06286,-0.689886,0.07431,0.717069,0.065932
959,0.540568,-0.026894,-0.838477,0.063389,-0.68991,0.074321,0.717044,0.065949
960,0.539631,-0.026778,-0.839035,0.064043,-0.689894,0.074347,0.717052,0.065996
961,0.538757,-0.026691,-0.839543,0.064769,-0.689878,0.074426,0.717054,0.066059
962,0.537925,-0.026607,-0.840024,0.065477,-0.68988,0.07453,0.717037,0.066097
963,0.537096,-0.026522,-0.840504,0.066158,-0.689901,0.074626,0.717008,0.066087
964,0.536214,-0.026443,-0.841016,0.066841,-0.689934,0.074735,0.716968,0.066046
965,0.535207,-0.026368,-0.841606,0.067513,-0.689958,0.074849,0.716936,0.066008
966,0.534015,-0.026301,-0.842316,0.068121,-0.689946,0.074916,0.716942,0.066007
967,0.532667,-0.026274,-0.843127,0.068647,-0.689923,0.074944,0.716956,0.066064
968,0.531315,-0.026328,-0.843935,0.069168,-0.689937,0.074993,0.716927,0.066163
969,-0.530118,0.026464,0.844632,-0.069799,-0.689981,0.075093,0.716864,0.066284
970,-0.529112,0.026627,0.845192,-0.070589,-0.690032,0.075232,0.716786,0.066434
971,-0.528249,0.026751,0.845653,-0.071473,-0.690092,0.075389,0.716698,0.06659
972,-0.527501,0.026857,0.846041,-0.072361,-0.690137,0.075564,0.716625,0.066707
973,-0.526887,0.02703,0.846345,-0.073206,-0.690156,0.07577,0.716577,0.066792
974,-0.526402,0.027293,0.846573,-0.073966,-0.690175,0.075979,0.716529,0.066872
975,-0.52594,0.027621,0.846791,-0.074626,-0.690225,0.076149,0.716456,0.066946
976,-0.525341,0.027995,0.847099,-0.075209,-0.69031,0.076293,0.716355,0.066992
977,-0.524519,0.02838,0.847551,-0.075714,-0.690423,0.076441,0.716228,0.067002
978,-0.523493,0.028728,0.848135,-0.076136,-0.69056,0.076597,0.716079,0.067009
979,-0.522364,0.029037,0.848788,-0.076494,-0.690719,0.076761,0.715904,0.06706
980,-0.521281,0.029362,0.849412,-0.076828,-0.690888,0.076925,0.715714,0.067147
981,-0.520369,0.029816,0.849917,-0.07725,-0.691042,0.077073,0.715543,0.067234
982,-0.519672,0.030476,0.850263,-0.077883,-0.691159,0.077203,0.715408,0.067314
983,-0.519077,0.031152,0.850538,-0.07857,-0.691241,0.077308,0.715308,0.067406
984,-0.518355,0.031492,0.85093,-0.078965,-0.691284,0.077395,0.715247,0.067509
985,-0.517476,0.031527,0.851453,-0.079069,-0.691274,0.077492,0.715237,0.067611
986,-0.516614,0.031545,0.851971,-0.079124,-0.69123,0.077592,0.715262,0.067686
987,-0.515855,0.031619,0.852418,-0.079227,-0.69121,0.077665,0.715271,0.067713
988,-0.515227,0.031721,0.852776,-0.079422,-0.691239,0.077725,0.715235,0.067715
989,-0.514728,0.031826,0.853044,-0.079742,-0.691281,0.07778,0.715187,0.06773
990,-0.5143,0.031882,0.853262,-0.080146,-0.691293,0.077809,0.715172,0.067742
991,-0.513864,0.031907,0.853482,-0.080588,-0.691264,0.07782,0.715202,0.067711
992,-0.513367,0.031971,0.853736,-0.08104,-0.691228,0.077842,0.715242,0.067631
993,-0.512848,0.032087,0.854003,-0.081457,-0.691213,0.077858,0.715264,0.067531
994,-0.512414,0.032196,0.854227,-0.081804,-0.691199,0.077842,0.715288,0.067441
995,-0.5121,0.032254,0.854386,-0.082087,-0.691165,0.077828,0.715327,0.067381
996,-0.511873,0.032241,0.8545,-0.082315,-0.691128,0.077852,0.715363,0.06736
997,-0.511731,0.032134,0.854572,-0.082491,-0.691102,0.077876,0.715384,0.067368
998,-0.511693,0.031919,0.854591,-0.082621,-0.691078,0.077871,0.715407,0.067379
999,-0.511765,0.031598,0.85455,-0.082715,-0.691031,0.077864,0.715453,0.067375
1000,-0.511956,0.031208,0.854443,-0.082793,-0.690955,0.077879,0.715526,0.067366
1001,-0.512288,0.030808,0.854252,-0.08286,-0.690865,0.077902,0.715612,0.067352
1002,-0.512757,0.030452,0.853978,-0.082919,-0.690781,0.077911,0.715696,0.067312
1003,-0.513308,0.030166,0.853651,-0.082979,-0.690716,0.077883,0.71577,0.067218
1004,-0.513864,0.029915,0.853323,-0.082999,-0.690666,0.077823,0.715839,0.067069
1005,-0.514395,0.029611,0.853025,-0.082887,-0.690605,0.077778,0.71592,0.066887
1006,-0.514937,0.029197,0.852741,-0.082588,-0.690534,0.077789,0.716004,0.0667
1007,-0.515469,0.028726,0.852478,-0.082149,-0.69049,0.077845,0.716058,0.066522
1008,-0.515922,0.028292,0.852269,-0.081619,-0.690475,0.077894,0.716082,0.066362
1009,-0.516332,0.027936,0.852091,-0.081005,-0.690478,0.077912,0.716087,0.066244
1010,-0.516802,0.027653,0.851878,-0.080341,-0.690504,0.077907,0.716069,0.066178
1011,-0.517366,0.027415,0.851605,-0.079684,-0.690549,0.077877,0.716032,0.066148
1012,-0.518039,0.027202,0.851263,-0.079035,-0.690597,0.077827,0.715993,0.066125
1013,-0.518906,0.027007,0.850805,-0.078349,-0.69064,0.077782,0.715959,0.066099
1014,-0.519993,0.026875,0.850211,-0.077633,-0.690684,0.077778,0.715919,0.066074
1015,-0.521191,0.026891,0.849539,-0.07694,-0.690729,0.077812,0.715875,0.066045
1016,-0.522419,0.027092,0.848838,-0.076282,-0.690746,0.077822,0.71586,0.066014
1017,-0.523667,0.027412,0.848118,-0.075616,-0.69073,0.077756,0.715887,0.065973
1018,-0.524891,0.027716,0.847418,-0.074866,-0.690731,0.077644,0.715903,0.065916
1019,-0.526053,0.02789,0.846769,-0.07398,-0.690783,0.077555,0.715869,0.065847
1020,-0.527203,0.027908,0.846139,-0.07298,-0.690843,0.077517,0.715822,0.06577
1021,-0.528429,0.027799,0.845469,-0.071913,-0.690875,0.077506,0.715798,0.065707
1022,-0.529795,0.027654,0.844713,-0.070801,-0.690891,0.077504,0.715787,0.065661
1023,0.531319,-0.0276,-0.84385,0.069672,-0.690911,0.077508,0.715774,0.065597
1024,0.532922,-0.027672,-0.842931,0.068524,-0.690937,0.0775,0.715758,0.065505
1025,0.534443,-0.027823,-0.84206,0.067324,-0.690973,0.077473,0.715734,0.065412
1026,0.535782,-0.028006,-0.8413,0.066085,-0.691014,0.077432,0.715706,0.065337
1027,0.537009,-0.028202,-0.840608,0.064847,-0.691027,0.07739,0.715703,0.065276
1028,0.538247,-0.028431,-0.8399,0.063636,-0.690976,0.077351,0.715759,0.065256
1029,0.539541,-0.028687,-0.839149,0.062464,-0.690835,0.07725,0.7159,0.065321
1030,0.540906,-0.028913,-0.838348,0.061305,-0.690668,0.077041,0.716072,0.065444
1031,0.542338,-0.029101,-0.837501,0.060128,-0.690608,0.076857,0.716141,0.065537
1032,0.543777,-0.029304,-0.836643,0.058966,-0.690643,0.076813,0.716108,0.065582
1033,0.54511,-0.02954,-0.835842,0.057883,-0.69065,0.076841,0.716097,0.065607
1034,0.546232,-0.029793,-0.83517,0.056869,-0.690582,0.076848,0.716161,0.065613
1035,0.547111,-0.030083,-0.834654,0.055827,-0.690494,0.07686,0.716245,0.065597
1036,0.547808,-0.030442,-0.83426,0.054673,-0.690488,0.076967,0.716243,0.06557
1037,0.548442,-0.030864,-0.833909,0.053424,-0.690618,0.077215,0.716091,0.065558
1038,0.549138,-0.031325,-0.833512,0.052194,-0.690758,0.077501,0.715919,0.065629
1039,0.549965,-0.031781,-0.833014,0.051143,-0.69071,0.077628,0.715931,0.065858
1040,0.550909,-0.032216,-0.83242,0.050386,-0.690542,0.077607,0.716068,0.066149
1041,0.551906,-0.032673,-0.83177,0.049904,-0.690435,0.077585,0.716155,0.066344
1042,0.55291,-0.033143,-0.831108,0.049521,-0.690393,0.077576,0.716188,0.066434
1043,0.553911,-0.033522,-0.830455,0.049022,-0.690372,0.077586,0.716204,0.06647
1044,0.554897,-0.033755,-0.829828,0.048328,-0.690416,0.077701,0.71615,0.06646
1045,0.555859,-0.033899,-0.829224,0.047534,-0.690585,0.077933,0.715968,0.066395
1046,0.556805,-0.034026,-0.828626,0.046791,-0.690782,0.078127,0.715761,0.066347
1047,0.557731,-0.034184,-0.82803,0.046188,-0.690866,0.078167,0.715673,0.066378
1048,0.558606,-0.034422,-0.827456,0.045731,-0.690885,0.078158,0.715652,0.06642
1049,0.559401,-0.034763,-0.826924,0.045375,-0.690982,0.078275,0.715551,0.06636
1050,0.560127,-0.035187,-0.826432,0.045067,-0.691154,0.078494,0.715374,0.066226
1051,0.560824,-0.035635,-0.825955,0.044766,-0.691279,0.07865,0.715243,0.066142
1052,0.561527,-0.035982,-0.825481,0.044419,-0.69132,0.078691,0.715198,0.066151
1053,0.562218,-0.036126,-0.825028,0.043984,-0.691287,0.078677,0.715225,0.066224
1054,0.562844,-0.036096,-0.82463,0.043461,-0.691211,0.078656,0.715291,0.066322
1055,0.563395,-0.036039,-0.824285,0.042925,-0.691143,0.07863,0.715352,0.066413
1056,0.563956,-0.036163,-0.823916,0.04253,-0.691118,0.078614,0.715372,0.066478
1057,0.564597,-0.036574,-0.823466,0.042397,-0.691131,0.078609,0.715355,0.066526
1058,0.565216,-0.037091,-0.823016,0.042417,-0.691143,0.078584,0.715341,0.066581
1059,0.565667,-0.037419,-0.822695,0.042366,-0.691125,0.078525,0.715358,0.066652
1060,0.565902,-0.037415,-0.822545,0.042123,-0.691077,0.078473,0.715403,0.066738
1061,0.565922,-0.037071,-0.82257,0.041668,-0.691011,0.07848,0.715458,0.066821
1062,0.56583,-0.036614,-0.82268,0.041157,-0.690941,0.078502,0.715517,0.066881
1063,0.565814,-0.036348,-0.822719,0.040824,-0.690927,0.078296,0.715549,0.066926
1064,0.565943,-0.036293,-0.82264,0.040674,-0.69106,0.077592,0.715495,0.066953
1065,0.566172,-0.036274,-0.822489,0.040569,-0.691252,0.076783,0.715394,0.06698
1066,0.566477,-0.036179,-0.822289,0.040455,-0.691259,0.076806,0.715377,0.067062
1067,0.56688,-0.036026,-0.822021,0.040372,-0.691075,0.077607,0.715455,0.067206
1068,0.567356,-0.035901,-0.821699,0.040357,-0.690919,0.078234,0.715526,0.067325
1069,0.567795,-0.035854,-0.821397,0.040382,-0.690875,0.078359,0.715551,0.067366
1070,0.568087,-0.035889,-0.821192,0.040404,-0.690885,0.078262,0.715554,0.06735
1071,0.568254,-0.035995,-0.821071,0.040419,-0.690897,0.078154,0.715557,0.067323
1072,0.568417,-0.036135,-0.820952,0.040429,-0.690906,0.078074,0.715557,0.067324
1073,0.568633,-0.036257,-0.820797,0.040419,-0.690916,0.077991,0.71555,0.067382
1074,0.568885,-0.036304,-0.820622,0.040394,-0.690931,0.077884,0.715537,0.067486
1075,0.569172,-0.036226,-0.820426,0.040407,-0.690963,0.077775,0.715509,0.067592
1076,0.569487,-0.03605,-0.820209,0.040518,-0.691006,0.077702,0.715468,0.067669
1077,0.569793,-0.035856,-0.819996,0.040719,-0.691048,0.077678,0.715427,0.067704
1078,0.570045,-0.035674,-0.819818,0.040912,-0.691083,0.077673,0.715394,0.067696
1079,0.570225,-0.035498,-0.819697,0.040982,-0.691104,0.077655,0.715378,0.067673
1080,0.570351,-0.035361,-0.819619,0.040919,-0.691109,0.077617,0.715377,0.067672
1081,0.570464,-0.035311,-0.819548,0.04081,-0.691118,0.077587,0.715368,0.067708
1082,0.570627,-0.03535,-0.819435,0.040751,-0.691145,0.077602,0.715334,0.067781
1083,0.570869,-0.035425,-0.819262,0.040794,-0.691181,0.07762,0.715288,0.067878
1084,0.571188,-0.035466,-0.819031,0.040924,-0.691237,0.07738,0.715252,0.067957
1085,0.571587,-0.035447,-0.818747,0.04106,-0.691384,0.076554,0.715199,0.067956
1086,0.572034,-0.035401,-0.818433,0.041122,-0.691612,0.075392,0.715109,0.067886
1087,0.572449,-0.035392,-0.818144,0.041106,-0.691773,0.074651,0.715034,0.067845
1088,0.572782,-0.035448,-0.817911,0.041056,-0.691781,0.074653,0.715024,0.067875
1089,0.573058,-0.03553,-0.817716,0.041009,-0.691677,0.075142,0.715067,0.067941
1090,0.573348,-0.035606,-0.817509,0.041025,-0.691587,0.075553,0.715105,0.068
1091,0.573693,-0.035718,-0.817254,0.041196,-0.69157,0.075599,0.715114,0.068034
1092,0.574072,-0.035883,-0.816964,0.041526,-0.691522,0.075676,0.71515,0.068057
1093,0.574433,-0.036049,-0.816684,0.04189,-0.691435,0.075819,0.715218,0.06806
1094,0.57474,-0.036154,-0.816449,0.042158,-0.691419,0.075611,0.715259,0.068025
1095,0.574996,-0.036179,-0.816261,0.042293,-0.6915,0.075043,0.715246,0.067967
1096,0.575212,-0.03613,-0.816108,0.042343,-0.691536,0.074793,0.715239,0.067952
1097,0.575394,-0.036007,-0.815983,0.042389,-0.691385,0.075434,0.715311,0.068018
1098,0.575573,-0.035811,-0.81586,0.042502,-0.691166,0.076441,0.715409,0.068094
1099,0.575792,-0.035562,-0.815703,0.042742,-0.691059,0.077012,0.715449,0.068109
